,Master,Sub.plate,Treatment,Strain,OD,Read,Time
19777,2,1,Bile,ECOR57,0.2558,6,6.762928756
19778,2,1,Bile,ECOR57,0.4331,17,19.72913033
19779,2,1,Bile,ECOR57,0.3996,24,27.99372874
19780,2,1,Bile,ECOR57,0.0683,3,3.225248009
19781,2,1,Bile,ECOR57,0.2884,41,48.0808985
19782,2,1,Bile,ECOR57,0.6534,13,15.00526026
19783,2,1,Bile,ECOR57,0.2026,5,5.58585981
19784,2,1,Bile,ECOR57,0.5756,14,16.18571515
19785,2,1,Bile,ECOR57,0.3873,26,30.35890584
19786,2,1,Bile,ECOR57,0.2964,37,43.37268831
19787,2,1,Bile,ECOR57,0.3405,30,35.07744145
19788,2,1,Bile,ECOR57,0.293,38,44.56172818
19789,2,1,Bile,ECOR57,0.3364,31,36.26777352
19790,2,1,Bile,ECOR57,0.3398,32,37.44833667
19791,2,1,Bile,ECOR57,0.7001,11,12.66183519
19792,2,1,Bile,ECOR57,0.3067,36,42.19069635
19793,2,1,Bile,ECOR57,0.4757,18,20.90138548
19794,2,1,Bile,ECOR57,0.0468,2,2.052673261
19795,2,1,Bile,ECOR57,0.4407,21,24.46351851
19796,2,1,Bile,ECOR57,0.2845,40,46.91119434
19797,2,1,Bile,ECOR57,0.4081,22,25.64358418
19798,2,1,Bile,ECOR57,0.4411,16,18.54358796
19799,2,1,Bile,ECOR57,0.2635,7,7.934499786
19800,2,1,Bile,ECOR57,0.316,35,40.98138758
19801,2,1,Bile,ECOR57,0.4416,8,9.107552488
19802,2,1,Bile,ECOR57,0.3601,27,31.53790555
19803,2,1,Bile,ECOR57,0.4204,19,22.10183614
19804,2,1,Bile,ECOR24,0.461,9,10.29010724
19805,2,1,Bile,ECOR24,0.6201,37,43.37291721
19806,2,1,Bile,ECOR24,0.4989,10,11.47540258
19807,2,1,Bile,ECOR24,0.2796,5,5.586088519
19808,2,1,Bile,ECOR24,0.6234,36,42.19092515
19809,2,1,Bile,ECOR24,0.6257,35,40.98161638
19810,2,1,Bile,ECOR24,0.6469,20,23.28571033
19811,2,1,Bile,ECOR24,0.6135,38,44.56195698
19812,2,1,Bile,ECOR24,0.6129,39,45.74530103
19813,2,1,Bile,ECOR24,0.7135,19,22.10206489
19814,2,1,Bile,ECOR24,0.6476,28,32.70828689
19815,2,1,Bile,ECOR24,0.6307,14,16.18594391
19816,2,1,Bile,ECOR24,0.6565,25,29.17805189
19817,2,1,Bile,ECOR24,0.6337,34,39.79319841
19818,2,1,Bile,ECOR24,0.37,7,7.93472886
19819,2,1,Bile,ECOR24,0.6532,15,17.3688584
19820,2,1,Bile,ECOR24,0.0543,1,0.880810167
19821,2,1,Bile,ECOR24,0.7013,17,19.72935949
19822,2,1,Bile,ECOR24,0.7124,18,20.90161419
19823,2,1,Bile,ECOR24,0.6528,23,26.81675201
19824,2,1,Bile,ECOR24,0.6531,29,33.8937184
19825,2,1,Bile,ECOR24,0.7072,24,27.99395749
19826,2,1,Bile,ECOR24,0.2439,4,4.402953029
19827,2,1,Bile,ECOR24,0.6459,22,25.64381298
19828,2,1,Bile,ECOR24,0.3168,6,6.76315751
19829,2,1,Bile,ECOR24,0.6627,26,30.3591346
19830,2,1,Bile,ECOR24,0.109,2,2.05290197
19831,2,1,Bile,ECOR24,0.433,8,9.107781243
19832,2,1,Bile,ECOR24,0.6839,16,18.54381672
19833,2,1,Bile,ECOR24,0.6468,21,24.46374726
19834,2,1,Bile,ECOR24,0.6315,32,37.44856547
19835,2,1,Bile,ECOR24,0.6078,13,15.00548896
19836,2,1,Bile,ECOR24,0.5421,11,12.6620639
19837,2,1,Bile,ECOR24,0.6408,31,36.26800232
19838,2,1,Bile,ECOR24,0.5773,12,13.83455611
19839,2,1,Bile,ECOR24,0.6036,41,48.0811273
19840,2,1,Bile,ECOR24,0.6665,27,31.53813444
19841,2,1,Bile,ECOR24,0.6332,33,38.62244307
19842,2,1,Bile,ECOR24,0.6086,40,46.91142323
19843,2,1,Bile,ECOR24,0.2012,3,3.225476764
19844,2,1,Bile,ECOR24,0.6565,30,35.07767025
19845,2,1,Bile,ECOR45,0.0516,1,0.881038922
19846,2,1,Bile,ECOR45,0.4015,39,45.74552983
19847,2,1,Bile,ECOR45,0.4235,26,30.35936335
19848,2,1,Bile,ECOR45,0.4808,20,23.28593909
19849,2,1,Bile,ECOR45,0.3494,7,7.934957935
19850,2,1,Bile,ECOR45,0.5101,12,13.83478486
19851,2,1,Bile,ECOR45,0.4704,21,24.46397602
19852,2,1,Bile,ECOR45,0.4303,25,29.17828074
19853,2,1,Bile,ECOR45,0.4056,30,35.07789905
19854,2,1,Bile,ECOR45,0.2411,4,4.403181783
19855,2,1,Bile,ECOR45,0.4618,10,11.47563138
19856,2,1,Bile,ECOR45,0.4043,34,39.79342753
19857,2,1,Bile,ECOR45,0.4014,36,42.19115395
19858,2,1,Bile,ECOR45,0.5053,17,19.72958866
19859,2,1,Bile,ECOR45,0.3941,8,9.108009997
19860,2,1,Bile,ECOR45,0.4364,24,27.99418625
19861,2,1,Bile,ECOR45,0.5297,13,15.00571767
19862,2,1,Bile,ECOR45,0.4486,23,26.81698077
19863,2,1,Bile,ECOR45,0.4336,9,10.29033599
19864,2,1,Bile,ECOR45,0.4066,33,38.62267192
19865,2,1,Bile,ECOR45,0.4027,40,46.91165212
19866,2,1,Bile,ECOR45,0.305,6,6.763386265
19867,2,1,Bile,ECOR45,0.509,15,17.36908711
19868,2,1,Bile,ECOR45,0.4028,38,44.56218578
19869,2,1,Bile,ECOR45,0.4977,19,22.10229365
19870,2,1,Bile,ECOR45,0.4605,22,25.64404178
19871,2,1,Bile,ECOR45,0.4106,29,33.8939472
19872,2,1,Bile,ECOR45,0.5138,14,16.18617266
19873,2,1,Bile,ECOR45,0.4013,41,48.0813561
19874,2,1,Bile,ECOR45,0.262,5,5.586317228
19875,2,1,Bile,ECOR45,0.407,31,36.26823112
19876,2,1,Bile,ECOR45,0.4112,28,32.70851565
19877,2,1,Bile,ECOR45,0.198,3,3.225705519
19878,2,1,Bile,ECOR45,0.4026,37,43.3731461
19879,2,1,Bile,ECOR45,0.5039,18,20.9018429
19880,2,1,Bile,ECOR45,0.4142,27,31.53836333
19881,2,1,Bile,ECOR45,0.1,2,2.053130679
19882,2,1,Bile,ECOR45,0.5056,11,12.66229261
19883,2,1,Bile,ECOR45,0.4035,32,37.44879427
19884,2,1,Bile,ECOR45,0.4047,35,40.98184518
19885,2,1,Bile,ECOR45,0.5142,16,18.54404547
19886,2,1,Bile,705963,0.2781,38,44.56241458
19887,2,1,Bile,705963,0.2852,36,42.19138275
19888,2,1,Bile,705963,0.2961,28,32.7087444
19889,2,1,Bile,705963,0.2549,10,11.47586018
19890,2,1,Bile,705963,0.2428,9,10.29056475
19891,2,1,Bile,705963,0.2776,39,45.74575863
19892,2,1,Bile,705963,0.1336,4,4.403410538
19893,2,1,Bile,705963,0.3008,15,17.36931582
19894,2,1,Bile,705963,0.2906,34,39.79365665
19895,2,1,Bile,705963,0.2683,41,48.0815849
19896,2,1,Bile,705963,0.2912,30,35.07812786
19897,2,1,Bile,705963,0.2974,14,16.18640142
19898,2,1,Bile,705963,0.3025,25,29.17850959
19899,2,1,Bile,705963,0.2971,27,31.53859222
19900,2,1,Bile,705963,0.3056,20,23.28616784
19901,2,1,Bile,705963,0.2954,13,15.00594638
19902,2,1,Bile,705963,0.0953,3,3.225934273
19903,2,1,Bile,705963,0.2923,32,37.44902307
19904,2,1,Bile,705963,0.2904,12,13.83501362
19905,2,1,Bile,705963,0.3052,24,27.994415
19906,2,1,Bile,705963,0.3056,23,26.81720952
19907,2,1,Bile,705963,0.2096,7,7.935187009
19908,2,1,Bile,705963,0.0464,1,0.881267676
19909,2,1,Bile,705963,0.3058,16,18.54427423
19910,2,1,Bile,705963,0.2855,37,43.37337499
19911,2,1,Bile,705963,0.1903,5,5.586545937
19912,2,1,Bile,705963,0.3028,17,19.72981782
19913,2,1,Bile,705963,0.3078,18,20.90207161
19914,2,1,Bile,705963,0.2894,33,38.62290076
19915,2,1,Bile,705963,0.2055,6,6.76361502
19916,2,1,Bile,705963,0.308,22,25.64427058
19917,2,1,Bile,705963,0.2728,40,46.91188101
19918,2,1,Bile,705963,0.3064,21,24.46420477
19919,2,1,Bile,705963,0.2919,31,36.26845992
19920,2,1,Bile,705963,0.3132,19,22.1025224
19921,2,1,Bile,705963,0.2887,35,40.98207398
19922,2,1,Bile,705963,0.3032,26,30.35959211
19923,2,1,Bile,705963,0.2743,11,12.66252132
19924,2,1,Bile,705963,0.0576,2,2.053359388
19925,2,1,Bile,705963,0.2298,8,9.108238752
19926,2,1,Bile,705963,0.2946,29,33.894176
19927,2,1,Bile,ECOR6,0.2384,4,4.403639293
19928,2,1,Bile,ECOR6,0.3488,19,22.10275115
19929,2,1,Bile,ECOR6,0.2896,6,6.763843775
19930,2,1,Bile,ECOR6,0.3168,31,36.26868872
19931,2,1,Bile,ECOR6,0.3493,18,20.90230032
19932,2,1,Bile,ECOR6,0.3341,23,26.81743827
19933,2,1,Bile,ECOR6,0.3406,21,24.46443353
19934,2,1,Bile,ECOR6,0.3308,25,29.17873843
19935,2,1,Bile,ECOR6,0.2639,5,5.586774647
19936,2,1,Bile,ECOR6,0.3425,20,23.2863966
19937,2,1,Bile,ECOR6,0.3082,33,38.62312961
19938,2,1,Bile,ECOR6,0.2033,3,3.226163028
19939,2,1,Bile,ECOR6,0.2965,40,46.9121099
19940,2,1,Bile,ECOR6,0.295,41,48.0818137
19941,2,1,Bile,ECOR6,0.2957,38,44.56264338
19942,2,1,Bile,ECOR6,0.3744,11,12.66275003
19943,2,1,Bile,ECOR6,0.2966,39,45.74598743
19944,2,1,Bile,ECOR6,0.3312,24,27.99464376
19945,2,1,Bile,ECOR6,0.311,32,37.44925187
19946,2,1,Bile,ECOR6,0.3417,22,25.64449938
19947,2,1,Bile,ECOR6,0.2965,37,43.37360388
19948,2,1,Bile,ECOR6,0.3441,8,9.108467507
19949,2,1,Bile,ECOR6,0.3196,30,35.07835666
19950,2,1,Bile,ECOR6,0.0532,1,0.881496431
19951,2,1,Bile,ECOR6,0.3042,34,39.79388577
19952,2,1,Bile,ECOR6,0.3528,16,18.54450298
19953,2,1,Bile,ECOR6,0.3664,10,11.47608898
19954,2,1,Bile,ECOR6,0.3251,27,31.53882111
19955,2,1,Bile,ECOR6,0.3019,35,40.98230278
19956,2,1,Bile,ECOR6,0.1111,2,2.053588097
19957,2,1,Bile,ECOR6,0.3529,15,17.36954452
19958,2,1,Bile,ECOR6,0.3213,29,33.8944048
19959,2,1,Bile,ECOR6,0.3231,28,32.70897316
19960,2,1,Bile,ECOR6,0.3482,17,19.73004699
19961,2,1,Bile,ECOR6,0.36,13,15.00617509
19962,2,1,Bile,ECOR6,0.3305,26,30.35982086
19963,2,1,Bile,ECOR6,0.3593,9,10.2907935
19964,2,1,Bile,ECOR6,0.3526,14,16.18663017
19965,2,1,Bile,ECOR6,0.2982,36,42.19161155
19966,2,1,Bile,ECOR6,0.3127,7,7.935416083
19967,2,1,Bile,ECOR6,0.3638,12,13.83524237
19968,2,1,Bile,ECOR40,0.4418,11,12.66618067
19969,2,1,Bile,ECOR40,0.4831,30,35.08178866
19970,2,1,Bile,ECOR40,0.5307,20,23.28982792
19971,2,1,Bile,ECOR40,0.249,5,5.590205284
19972,2,1,Bile,ECOR40,0.5277,25,29.18217112
19973,2,1,Bile,ECOR40,0.2748,6,6.767275097
19974,2,1,Bile,ECOR40,0.5311,24,27.99807508
19975,2,1,Bile,ECOR40,0.4234,41,48.08524571
19976,2,1,Bile,ECOR40,0.5448,23,26.8208696
19977,2,1,Bile,ECOR40,0.3492,8,9.111898829
19978,2,1,Bile,ECOR40,0.1245,3,3.22959435
19979,2,1,Bile,ECOR40,0.0433,1,0.884927753
19980,2,1,Bile,ECOR40,0.2256,4,4.407070615
19981,2,1,Bile,ECOR40,0.5277,18,20.90573096
19982,2,1,Bile,ECOR40,0.4316,39,45.74941944
19983,2,1,Bile,ECOR40,0.4288,40,46.91554328
19984,2,1,Bile,ECOR40,0.4383,38,44.56607538
19985,2,1,Bile,ECOR40,0.3729,9,10.29422482
19986,2,1,Bile,ECOR40,0.5149,16,18.5479343
19987,2,1,Bile,ECOR40,0.5238,19,22.10618248
19988,2,1,Bile,ECOR40,0.0565,2,2.057018735
19989,2,1,Bile,ECOR40,0.4091,10,11.47952098
19990,2,1,Bile,ECOR40,0.4471,36,42.19504355
19991,2,1,Bile,ECOR40,0.4872,29,33.89783681
19992,2,1,Bile,ECOR40,0.5262,21,24.46786485
19993,2,1,Bile,ECOR40,0.4592,35,40.98573478
19994,2,1,Bile,ECOR40,0.5192,17,19.73348447
19995,2,1,Bile,ECOR40,0.5064,15,17.37297516
19996,2,1,Bile,ECOR40,0.4487,37,43.37703726
19997,2,1,Bile,ECOR40,0.5017,27,31.54225449
19998,2,1,Bile,ECOR40,0.5116,26,30.36325218
19999,2,1,Bile,ECOR40,0.4686,32,37.45268388
20000,2,1,Bile,ECOR40,0.4604,34,39.79732257
20001,2,1,Bile,ECOR40,0.5237,22,25.64793139
20002,2,1,Bile,ECOR40,0.4739,12,13.83867369
20003,2,1,Bile,ECOR40,0.4942,28,32.71240448
20004,2,1,Bile,ECOR40,0.3043,7,7.938852194
20005,2,1,Bile,ECOR40,0.4993,14,16.19006149
20006,2,1,Bile,ECOR40,0.4736,31,36.27212073
20007,2,1,Bile,ECOR40,0.4702,33,38.6265623
20008,2,1,Bile,ECOR40,0.4848,13,15.00960573
20009,2,1,Bile,707448,0.4086,11,12.66412228
20010,2,1,Bile,707448,0.864,30,35.07972946
20011,2,1,Bile,707448,0.7514,22,25.64587219
20012,2,1,Bile,707448,0.2906,6,6.765216303
20013,2,1,Bile,707448,0.312,7,7.936790527
20014,2,1,Bile,707448,0.2659,5,5.588146902
20015,2,1,Bile,707448,0.8757,28,32.71034568
20016,2,1,Bile,707448,0.8732,27,31.54019446
20017,2,1,Bile,707448,0.4634,19,22.10412368
20018,2,1,Bile,707448,0.4646,38,44.56401618
20019,2,1,Bile,707448,0.0574,1,0.88286896
20020,2,1,Bile,707448,0.8616,25,29.18011151
20021,2,1,Bile,707448,0.4425,16,18.54587551
20022,2,1,Bile,707448,0.6051,35,40.98367558
20023,2,1,Bile,707448,0.4131,12,13.8366149
20024,2,1,Bile,707448,0.4343,15,17.37091678
20025,2,1,Bile,707448,0.4538,17,19.73142198
20026,2,1,Bile,707448,0.8513,29,33.8957776
20027,2,1,Bile,707448,0.401,10,11.47746178
20028,2,1,Bile,707448,0.4623,37,43.37497723
20029,2,1,Bile,707448,0.8506,24,27.99601629
20030,2,1,Bile,707448,0.7026,21,24.46580606
20031,2,1,Bile,707448,0.7806,33,38.62450268
20032,2,1,Bile,707448,0.2295,3,3.227535557
20033,2,1,Bile,707448,0.426,13,15.00754735
20034,2,1,Bile,707448,0.4741,41,48.0831865
20035,2,1,Bile,707448,0.3359,8,9.109840036
20036,2,1,Bile,707448,0.4662,36,42.19298435
20037,2,1,Bile,707448,0.3718,9,10.29216603
20038,2,1,Bile,707448,0.6024,20,23.28776912
20039,2,1,Bile,707448,0.4681,39,45.74736023
20040,2,1,Bile,707448,0.128,2,2.054960352
20041,2,1,Bile,707448,0.8706,31,36.27006152
20042,2,1,Bile,707448,0.2538,4,4.405011822
20043,2,1,Bile,707448,0.8011,23,26.8188108
20044,2,1,Bile,707448,0.8547,26,30.36119339
20045,2,1,Bile,707448,0.4346,14,16.1880027
20046,2,1,Bile,707448,0.7393,34,39.79526049
20047,2,1,Bile,707448,0.4517,18,20.90367257
20048,2,1,Bile,707448,0.4729,40,46.91348325
20049,2,1,Bile,707448,0.8236,32,37.45062468
20050,2,1,Bile,707970,0.4378,10,11.47723298
20051,2,1,Bile,707970,0.0454,1,0.882640205
20052,2,1,Bile,707970,0.4917,27,31.53996557
20053,2,1,Bile,707970,0.4489,29,33.8955488
20054,2,1,Bile,707970,0.4361,35,40.98344678
20055,2,1,Bile,707970,0.3346,7,7.936561453
20056,2,1,Bile,707970,0.4526,28,32.71011693
20057,2,1,Bile,707970,0.4856,19,22.10389493
20058,2,1,Bile,707970,0.3008,6,6.764987549
20059,2,1,Bile,707970,0.3746,8,9.109611281
20060,2,1,Bile,707970,0.4878,17,19.73119282
20061,2,1,Bile,707970,0.4632,13,15.00731864
20062,2,1,Bile,707970,0.262,5,5.587918192
20063,2,1,Bile,707970,0.474,22,25.64564339
20064,2,1,Bile,707970,0.4121,40,46.91325436
20065,2,1,Bile,707970,0.421,34,39.79503137
20066,2,1,Bile,707970,0.4058,9,10.29193728
20067,2,1,Bile,707970,0.4507,38,44.56378738
20068,2,1,Bile,707970,0.478,16,18.54564676
20069,2,1,Bile,707970,0.4474,30,35.07950066
20070,2,1,Bile,707970,0.4802,24,27.99578753
20071,2,1,Bile,707970,0.4604,26,30.36096464
20072,2,1,Bile,707970,0.1293,3,3.227306802
20073,2,1,Bile,707970,0.413,37,43.37474834
20074,2,1,Bile,707970,0.4334,39,45.74713143
20075,2,1,Bile,707970,0.4811,14,16.18777395
20076,2,1,Bile,707970,0.4222,41,48.0829577
20077,2,1,Bile,707970,0.2358,4,4.404783067
20078,2,1,Bile,707970,0.5096,18,20.90344386
20079,2,1,Bile,707970,0.4756,23,26.81858205
20080,2,1,Bile,707970,0.4882,20,23.28754037
20081,2,1,Bile,707970,0.5057,11,12.66389357
20082,2,1,Bile,707970,0.427,32,37.45039588
20083,2,1,Bile,707970,0.4243,33,38.62427384
20084,2,1,Bile,707970,0.0566,2,2.054731643
20085,2,1,Bile,707970,0.4712,12,13.83638614
20086,2,1,Bile,707970,0.5333,15,17.37068807
20087,2,1,Bile,707970,0.4329,36,42.19275555
20088,2,1,Bile,707970,0.4707,21,24.4655773
20089,2,1,Bile,707970,0.4381,31,36.26983272
20090,2,1,Bile,707970,0.4537,25,29.17988266
20091,2,1,Bile,ECOR12,0.2751,29,33.89532
20092,2,1,Bile,ECOR12,0.3755,9,10.29170852
20093,2,1,Bile,ECOR12,0.3262,7,7.936332379
20094,2,1,Bile,ECOR12,0.2658,41,48.0827289
20095,2,1,Bile,ECOR12,0.3831,15,17.37045936
20096,2,1,Bile,ECOR12,0.3638,16,18.545418
20097,2,1,Bile,ECOR12,0.2729,33,38.62404499
20098,2,1,Bile,ECOR12,0.2721,32,37.45016708
20099,2,1,Bile,ECOR12,0.2744,28,32.70988817
20100,2,1,Bile,ECOR12,0.3491,17,19.73096365
20101,2,1,Bile,ECOR12,0.2852,5,5.587689483
20102,2,1,Bile,ECOR12,0.2743,30,35.07927186
20103,2,1,Bile,ECOR12,0.2832,25,29.17965382
20104,2,1,Bile,ECOR12,0.2701,35,40.98321798
20105,2,1,Bile,ECOR12,0.2983,22,25.64541459
20106,2,1,Bile,ECOR12,0.2718,34,39.79480225
20107,2,1,Bile,ECOR12,0.27,36,42.19252675
20108,2,1,Bile,ECOR12,0.2799,27,31.53973668
20109,2,1,Bile,ECOR12,0.2889,24,27.99555878
20110,2,1,Bile,ECOR12,0.3176,6,6.764758794
20111,2,1,Bile,ECOR12,0.3033,21,24.46534855
20112,2,1,Bile,ECOR12,0.3368,18,20.90321516
20113,2,1,Bile,ECOR12,0.4088,13,15.00708993
20114,2,1,Bile,ECOR12,0.3981,14,16.18754519
20115,2,1,Bile,ECOR12,0.0644,1,0.88241145
20116,2,1,Bile,ECOR12,0.198,3,3.227078047
20117,2,1,Bile,ECOR12,0.3586,8,9.109382526
20118,2,1,Bile,ECOR12,0.2691,40,46.91302547
20119,2,1,Bile,ECOR12,0.4082,10,11.47700418
20120,2,1,Bile,ECOR12,0.2802,26,30.36073588
20121,2,1,Bile,ECOR12,0.4184,12,13.83615739
20122,2,1,Bile,ECOR12,0.27,38,44.56355858
20123,2,1,Bile,ECOR12,0.2701,37,43.37451945
20124,2,1,Bile,ECOR12,0.2647,4,4.404554312
20125,2,1,Bile,ECOR12,0.4163,11,12.66366487
20126,2,1,Bile,ECOR12,0.2672,39,45.74690263
20127,2,1,Bile,ECOR12,0.2731,31,36.26960392
20128,2,1,Bile,ECOR12,0.2949,23,26.81835329
20129,2,1,Bile,ECOR12,0.3261,19,22.10366617
20130,2,1,Bile,ECOR12,0.3135,20,23.28731161
20131,2,1,Bile,ECOR12,0.11,2,2.054502934
20132,2,1,Bile,ECOR44,0.512,39,45.74919064
20133,2,1,Bile,ECOR44,0.4281,11,12.66595196
20134,2,1,Bile,ECOR44,0.8538,19,22.10595372
20135,2,1,Bile,ECOR44,0.1926,4,4.40684186
20136,2,1,Bile,ECOR44,0.5097,41,48.08501691
20137,2,1,Bile,ECOR44,0.5386,30,35.08155986
20138,2,1,Bile,ECOR44,0.3961,10,11.47929218
20139,2,1,Bile,ECOR44,0.528,35,40.98550598
20140,2,1,Bile,ECOR44,0.9098,20,23.28959916
20141,2,1,Bile,ECOR44,0.791,18,20.90550225
20142,2,1,Bile,ECOR44,0.1028,3,3.229365595
20143,2,1,Bile,ECOR44,0.2657,6,6.767046342
20144,2,1,Bile,ECOR44,0.5937,28,32.71217572
20145,2,1,Bile,ECOR44,0.5135,38,44.56584658
20146,2,1,Bile,ECOR44,0.5071,40,46.91531439
20147,2,1,Bile,ECOR44,0.0475,2,2.056790026
20148,2,1,Bile,ECOR44,0.9327,22,25.64770259
20149,2,1,Bile,ECOR44,0.8724,25,29.18194228
20150,2,1,Bile,ECOR44,0.5143,36,42.19481475
20151,2,1,Bile,ECOR44,0.5202,37,43.37680836
20152,2,1,Bile,ECOR44,0.5222,34,39.79709345
20153,2,1,Bile,ECOR44,0.5372,29,33.89760801
20154,2,1,Bile,ECOR44,0.0422,1,0.884698998
20155,2,1,Bile,ECOR44,0.5715,17,19.7332553
20156,2,1,Bile,ECOR44,0.5381,15,17.37274645
20157,2,1,Bile,ECOR44,0.5344,31,36.27189192
20158,2,1,Bile,ECOR44,0.7585,27,31.5420256
20159,2,1,Bile,ECOR44,0.2987,7,7.93862312
20160,2,1,Bile,ECOR44,0.9268,24,27.99784633
20161,2,1,Bile,ECOR44,0.518,14,16.18983274
20162,2,1,Bile,ECOR44,0.3248,8,9.111670074
20163,2,1,Bile,ECOR44,0.5574,16,18.54770555
20164,2,1,Bile,ECOR44,0.824,26,30.36302343
20165,2,1,Bile,ECOR44,0.356,9,10.29399607
20166,2,1,Bile,ECOR44,0.9167,23,26.82064084
20167,2,1,Bile,ECOR44,0.4901,13,15.00937702
20168,2,1,Bile,ECOR44,0.9169,21,24.46763609
20169,2,1,Bile,ECOR44,0.534,33,38.62633345
20170,2,1,Bile,ECOR44,0.2352,5,5.589976575
20171,2,1,Bile,ECOR44,0.4613,12,13.83844494
20172,2,1,Bile,ECOR44,0.5271,32,37.45245508
20173,2,1,Bile,ECOR43,0.4929,28,32.71194697
20174,2,1,Bile,ECOR43,0.4766,20,23.28937041
20175,2,1,Bile,ECOR43,0.1207,3,3.22913684
20176,2,1,Bile,ECOR43,0.4686,21,24.46740734
20177,2,1,Bile,ECOR43,0.4319,11,12.66572325
20178,2,1,Bile,ECOR43,0.3799,6,6.766817587
20179,2,1,Bile,ECOR43,0.4432,14,16.18960398
20180,2,1,Bile,ECOR43,0.5064,16,18.5474768
20181,2,1,Bile,ECOR43,0.4874,15,17.37251774
20182,2,1,Bile,ECOR43,0.4046,8,9.111441319
20183,2,1,Bile,ECOR43,0.4775,30,35.08133106
20184,2,1,Bile,ECOR43,0.4626,12,13.83821618
20185,2,1,Bile,ECOR43,0.4609,19,22.10572497
20186,2,1,Bile,ECOR43,0.5178,34,39.79686433
20187,2,1,Bile,ECOR43,0.4271,23,26.82041209
20188,2,1,Bile,ECOR43,0.4707,31,36.27166312
20189,2,1,Bile,ECOR43,0.4555,36,42.19458595
20190,2,1,Bile,ECOR43,0.5268,39,45.74896184
20191,2,1,Bile,ECOR43,0.0467,1,0.884470244
20192,2,1,Bile,ECOR43,0.4812,38,44.56561778
20193,2,1,Bile,ECOR43,0.489,22,25.64747379
20194,2,1,Bile,ECOR43,0.5088,41,48.08478811
20195,2,1,Bile,ECOR43,0.0595,2,2.056561317
20196,2,1,Bile,ECOR43,0.4852,33,38.62610461
20197,2,1,Bile,ECOR43,0.4988,25,29.18171343
20198,2,1,Bile,ECOR43,0.4532,13,15.00914831
20199,2,1,Bile,ECOR43,0.4254,7,7.938394046
20200,2,1,Bile,ECOR43,0.4284,26,30.36279467
20201,2,1,Bile,ECOR43,0.4997,17,19.73302614
20202,2,1,Bile,ECOR43,0.427,29,33.89737921
20203,2,1,Bile,ECOR43,0.5152,40,46.9150855
20204,2,1,Bile,ECOR43,0.4717,18,20.90527354
20205,2,1,Bile,ECOR43,0.4208,9,10.29376731
20206,2,1,Bile,ECOR43,0.457,27,31.5417967
20207,2,1,Bile,ECOR43,0.5095,35,40.98527718
20208,2,1,Bile,ECOR43,0.4229,10,11.47906338
20209,2,1,Bile,ECOR43,0.4686,32,37.45222628
20210,2,1,Bile,ECOR43,0.2766,5,5.589747866
20211,2,1,Bile,ECOR43,0.4942,37,43.37657947
20212,2,1,Bile,ECOR43,0.4682,24,27.99761757
20213,2,1,Bile,ECOR43,0.2169,4,4.406613105
20214,2,1,Bile,ECOR37,0.412,8,9.111212564
20215,2,1,Bile,ECOR37,0.4413,28,32.71171821
20216,2,1,Bile,ECOR37,0.4312,30,35.08110226
20217,2,1,Bile,ECOR37,0.5318,14,16.18937523
20218,2,1,Bile,ECOR37,0.0467,1,0.884241489
20219,2,1,Bile,ECOR37,0.4594,25,29.18148458
20220,2,1,Bile,ECOR37,0.4641,10,11.47883458
20221,2,1,Bile,ECOR37,0.4903,11,12.66549454
20222,2,1,Bile,ECOR37,0.5247,17,19.73279697
20223,2,1,Bile,ECOR37,0.3868,38,44.56538898
20224,2,1,Bile,ECOR37,0.4469,27,31.54156781
20225,2,1,Bile,ECOR37,0.4718,22,25.64724499
20226,2,1,Bile,ECOR37,0.1533,3,3.228908086
20227,2,1,Bile,ECOR37,0.4152,33,38.62587576
20228,2,1,Bile,ECOR37,0.3344,4,4.406384351
20229,2,1,Bile,ECOR37,0.4051,35,40.98504838
20230,2,1,Bile,ECOR37,0.4182,7,7.938164972
20231,2,1,Bile,ECOR37,0.4526,26,30.36256592
20232,2,1,Bile,ECOR37,0.3796,39,45.74873304
20233,2,1,Bile,ECOR37,0.4954,19,22.10549621
20234,2,1,Bile,ECOR37,0.476,21,24.46717858
20235,2,1,Bile,ECOR37,0.2948,6,6.766588832
20236,2,1,Bile,ECOR37,0.2622,5,5.589519157
20237,2,1,Bile,ECOR37,0.4633,24,27.99738882
20238,2,1,Bile,ECOR37,0.371,41,48.08455931
20239,2,1,Bile,ECOR37,0.5317,15,17.37228903
20240,2,1,Bile,ECOR37,0.4284,9,10.29353856
20241,2,1,Bile,ECOR37,0.4668,23,26.82018333
20242,2,1,Bile,ECOR37,0.5289,16,18.54724804
20243,2,1,Bile,ECOR37,0.3976,36,42.19435715
20244,2,1,Bile,ECOR37,0.4385,29,33.89715041
20245,2,1,Bile,ECOR37,0.3926,37,43.37635058
20246,2,1,Bile,ECOR37,0.5065,18,20.90504483
20247,2,1,Bile,ECOR37,0.3764,40,46.9148566
20248,2,1,Bile,ECOR37,0.4096,34,39.79663521
20249,2,1,Bile,ECOR37,0.4249,31,36.27143432
20250,2,1,Bile,ECOR37,0.49,20,23.28914165
20251,2,1,Bile,ECOR37,0.0737,2,2.056332607
20252,2,1,Bile,ECOR37,0.4199,32,37.45199748
20253,2,1,Bile,ECOR37,0.5073,12,13.83798743
20254,2,1,Bile,ECOR37,0.5159,13,15.0089196
20255,2,1,Bile,ECOR26,0.5371,39,45.74850423
